Sr. No,Symbol,Company Name,"Market capitalization as on December 31, 2023
(In Lakhs)"
1448,BRNL,Bharat Road Network Limited,41849.075
1449,BPL,BPL Limited,41653.876225500004
1450,SAKUMA,Sakuma Exports Limited,41634.298825
1451,TRIGYN,Trigyn Technologies Limited,41422.207788
1452,EMAMIREAL,Emami Realty Limited,41325.526788
1453,WANBURY,Wanbury Limited,41275.700229
1454,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,41246.7146
1455,ALANKIT,Alankit Limited,41206.41135
1456,NRL,Nupur Recyclers Limited,41138.232808
1457,BIL,Bhartiya International Limited,41048.039782
1458,LYKALABS,Lyka Labs Limited,40948.875
1459,IITL,Industrial Investment Trust Limited,40926.65625
1460,IL&FSENGG,IL&FS Engineering and Construction Company Limited,40778.655258
1461,GOLDSTAR,Goldstar Power Limited,40438.44
1462,KCPSUGIND,KCP Sugar and Industries Corporation Limited,40308.385275
1463,TPLPLASTEH,TPL Plastech Limited,40288.5495
1464,CLOUD,Varanium Cloud Limited,40225.838868
1465,PODDARMENT,Poddar Pigments Limited,40185.375
1466,CRAYONS,Crayons Advertising Limited,40175.135
1467,HIGREEN,Hi-Green Carbon Limited,40096.455
1468,RUCHIRA,Ruchira Papers Limited,39977.356068
1469,SHREERAMA,Shree Rama Multi-Tech Limited,39973.6674975
1470,FOCE,Foce India Limited,39926.268
1471,VMARCIND,V Marc India Limited,39795.218064
1472,NATHBIOGEN,Nath Bio-Genes (India) Limited,39414.296
1473,VINSYS,Vinsys IT Services India Limited,39336.84436
1474,APOLSINHOT,Apollo Sindoori Hotels Limited,39266.04
1475,EIFFL,Euro India Fresh Foods Limited,39258.4
1476,NDL,Nandan Denim Limited,38487.293856
1477,REMSONSIND,Remsons Industries Limited,38462.319324000004
1478,SAAKSHI,Saakshi Medtech and Panels Limited,38419.456
1479,SYSTANGO,Systango Technologies Limited,38248.896
1480,VIPCLOTHNG,VIP Clothing Limited,38200.8900375
1481,MAWANASUG,Mawana Sugars Limited,37806.449056
1482,BROOKS,Brooks Laboratories Limited,37690.315768
1483,RAMAPHO,Rama Phosphates Limited,37651.157264
1484,TIL,TIL Limited,37628.5391475
1485,PVP,PVP Ventures Limited,37628.331904499995
1486,KOTHARIPRO,Kothari Products Limited,37454.050575
1487,RBMINFRA,Rbm Infracon Limited,37410.512
1488,ANMOL,Anmol India Limited,37221.8541
1489,IVC,IL&FS Investment Managers Limited,37055.86332
1490,AURUM,Aurum PropTech Limited,36960.928499
1491,SADBHAV,Sadbhav Engineering Limited,36716.1512
1492,KODYTECH,Kody Technolab Limited,36649.235
1493,MEGASTAR,Megastar Foods Limited,36618.54385
1494,MAHEPC,Mahindra EPC Irrigation Limited,36593.691288
1495,MIRCELECTR,MIRC Electronics Limited,36490.513802
1496,RANASUG,Rana Sugars Limited,36395.57334
1497,BEWLTD,BEW Engineering Limited,36320.307358000005
1498,SRGHFL,SRG Housing Finance Limited,36237.5
1499,DRONE,Drone Destination Limited,36170.547023
1500,DYNPRO,Dynemic Products Limited,36079.1468065
1501,STARPAPER,Star Paper Mills Limited,36070.89685
1502,ASAHISONG,Asahi Songwon Colors Limited,36045.447196
1503,DEVIT,Dev Information Technology Limited,36023.31285
1504,INSPIRISYS,Inspirisys Solutions Limited,35952.3122475
1505,SHREYANIND,Shreyans Industries Limited,35772.1875
1506,NILAINFRA,Nila Infrastructures Limited,35646.9726
1507,URAVI,Uravi T and Wedge Lamps Limited,35596
1508,AYMSYNTEX,AYM Syntex Limited,35520.683328
1509,REPL,Rudrabhishek Enterprises Limited,35508.76875
1510,ROXHITECH,Rox Hi Tech Limited,35453.433375
1511,PRAXIS,Praxis Home Retail Limited,35424.936414
1512,HINDMOTORS,Hindustan Motors Limited,35263.420517
1513,PONNIERODE,Ponni Sugars (Erode) Limited,35167.52962
1514,SCPL,Sheetal Cool Products Limited,35122.5
1515,SKP,SKP Bearing Industries Limited,35026
1516,EMKAY,Emkay Global Financial Services Limited,35001.446715
1517,SMLT,Sarthak Metals Limited,34943.086875
1518,STARTECK,Starteck Finance Limited,34839.765115
1519,COASTCORP,Coastal Corporation Limited,34821.505965
1520,SINTERCOM,Sintercom India Limited,34767.639186
1521,TIPSFILMS,Tips Films Limited,34654.415619
1522,SOLEX,Solex Energy Limited,34560
1523,PREMIERPOL,Premier Polyfilm Limited,34376.480295
1524,AIRAN,Airan Limited,34317.99
1525,CAREERP,Career Point Limited,34302.7864845
1526,PROV,Proventus Agrocom Limited,34275.41
1527,SAKHTISUG,Sakthi Sugars Limited,34109.673332
1528,TAKE,Take Solutions Limited,34098.787
1529,IZMO,IZMO Limited,33731.179157
1530,KNAGRI,KN Agri Resources Limited,33498.5394
1531,PPAP,PPAP Automotive Limited,33397
1532,PASUPTAC,Pasupati Acrylon Limited,33335.787254
1533,BHAGYANGR,Bhagyanagar India Limited,33210.81
1534,PRECOT,Precot Limited,32844
1535,ZODIACLOTH,Zodiac Clothing Company Limited,32817.0677125
1536,MHLXMIRU,Mahalaxmi Rubtech Limited,32800.7193375
1537,ASHIMASYN,Ashima Limited,32773.873338000005
1538,SAH,Sah Polymers Limited,32760.92
1539,INFINIUM,Infinium Pharmachem Limited,32702.882
1540,SHERA,Shera Energy Limited,32575.9420365
1541,RVHL,Ravinder Heights Limited,32493.520753
1542,LOYALTEX,Loyal Textile Mills Limited,32489.336493000003
1543,UCAL,UCAL LIMITED,32473.8583125
1544,DCMNVL,DCM Nouvelle Limited,32405.894515
1545,MANORG,Mangalam Organics Limited,32399.27652
1546,HARRMALAYA,Harrisons  Malayalam Limited,32075.49389
1547,ESSENTIA,Integra Essentia Limited,31992.31021
1548,LGHL,Laxmi Goldorna House Limited,31662.6723
1549,GSS,GSS Infotech Limited,31510.9964015
1550,MANAKSTEEL,Manaksia Steels Limited,31292.508875
1551,VISHWARAJ,Vishwaraj Sugar Industries Limited,31171.48
1552,LGBFORGE,LGB Forge Limited,31085.4214215
1553,BASML,Bannari Amman Spinning Mills Limited,30832.309660500003
1554,MURUDCERA,Murudeshwar Ceramics Limited,30751.57358
1555,JAYSREETEA,Jayshree Tea & Industries Limited,30725.647232
1556,GUJAPOLLO,Gujarat Apollo Industries Limited,30721.3
1557,DELPHIFX,DELPHI WORLD MONEY LIMITED,30690.72062
1558,PILITA,PIL ITALICA LIFESTYLE LIMITED,30667.5
1559,ELECTHERM,Electrotherm (India) Limited,30589.125007
1560,ABAN,Aban Offshore Limited,30554.246590500003
1561,TEMBO,Tembo Global Industries Limited,30329.882199
1562,INDTERRAIN,Indian Terrain Fashions Limited,30074.054115
1563,SURANI,Surani Steel Tubes Limited,30023.5
1564,KRITIKA,Kritika Wires Limited,29956.5
1565,HINDCON,Hindcon Chemicals Limited,29664.9671875
1566,PRITIKAUTO,Pritika Auto Industries Limited,29653.29
1567,AARON,Aaron Industries Limited,29545.007219
1568,MWL,Mangalam Worldwide Limited,29535.562507
1569,VIRINCHI,Virinchi Limited,29401.047043000002
1570,RAJMET,Rajnandini Metal Limited,29168.64
1571,ZODIAC,Zodiac Energy Limited,29040.06168
1572,KMSUGAR,K.M.Sugar Mills Limited,29026.053635
1573,ELGIRUBCO,Elgi Rubber Company Limited,28953.925
1574,MARALOVER,Maral Overseas Limited,28744.29
1575,ZEAL,Zeal Global Services Limited,28615.9625
1576,USASEEDS,Upsurge Seeds Of Agriculture Limited,28595.7199
1577,RAJTV,Raj Television Network Limited,28396.599168
1578,PARAGON,Paragon Fine and Speciality Chemical Limited,28370.7
1579,MCLEODRUSS,Mcleod Russel India Limited,28359.7320525
1580,PRITI,Priti International Limited,28059.46962
1581,GULFPETRO,GP Petroleums Limited,27939.441884
1582,TRF,TRF Limited,27912.691038
1583,MEP,MEP Infrastructure Developers Limited,27883.799752
1584,EQUIPPP,Equippp Social Impact Technologies Limited,27835.71075
1585,MANOMAY,Manomay Tex India Limited,27605.5401825
1586,SUPERHOUSE,Superhouse Limited,27435.7125
1587,SECL,Salasar Exteriors and Contour Limited,27229.838575
1588,GOYALSALT,Goyal Salt Limited,27118.87875
1589,EFORCE,Electro Force (India) Limited,27085.5011575
1590,NECCLTD,North Eastern Carrying Corporation Limited,27034.916701500002
1591,PROPEQUITY,P. E. Analytics Limited,26818.463084000003
1592,FROG,Frog Cellsat Limited,26760.5356
1593,BAIDFIN,Baid Finserv Limited,26655.1626
1594,ARIES,Aries Agro Limited,26600.3754245
1595,KRISHCA,Krishca Strapping Solutions Limited,26554
1596,PAR,Par Drugs And Chemicals Limited,26541.099852
1597,SELMC,SEL Manufacturing Company Limited,26342.0865
1598,SUNDRMBRAK,Sundaram Brake Linings Limited,26292.7974375
1599,RANEENGINE,Rane Engine Valve Limited,25942.75563
1600,RAMANEWS,Shree Rama Newsprint Limited,25816.3556
1601,SUPREMEPWR,Supreme Power Equipment Limited,25715.877915
1602,KAPSTON,Kapston Services Limited,25380.440622
1603,IRIS,Iris Business Services Limited,25208.232924
1604,ABINFRA,A B Infrabuild Limited,25203.94479
1605,KANPRPLA,Kanpur Plastipack Limited,25129.284243000002
1606,SEJALLTD,Sejal Glass Limited,25037.9
1607,TARACHAND,Tara Chand InfraLogistic Solutions Limited,25001.25215
1608,RUCHINFRA,Ruchi Infrastructure Limited,24998.225272
1609,GINNIFILA,Ginni Filaments Limited,24667.21872
1610,BTML,Bodhi Tree Multimedia Limited,24660.856
1611,AHLEAST,Asian Hotels (East) Limited,24640.6668
1612,SVLL,Shree Vasu Logistics Limited,24479.91
1613,SPECTSTM,Spectrum Talent Management Limited,24409.402471999998
1614,RHL,Robust Hotels Limited,24407.228904
1615,LAL,Lorenzini Apparels Limited,24399.301354
1616,BYKE,The Byke Hospitality Ltd,24279.2179
1617,COMPUSOFT,Compucom Software Limited,23974.931964
1618,AKSHARCHEM,AksharChem India Limited,23974.783965500003
1619,SARTELE,Sar Televenture Limited,23962.5
1620,RPPL,Rajshree Polypack Limited,23916.961
1621,ALMONDZ,Almondz Global Securities Limited,23914.490564
1622,INTENTECH,Intense Technologies Limited,23901.5968065
1623,MGEL,Mangalam Global Enterprise Limited,23861.8851625
1624,HILTON,Hilton Metal Forging Limited,23845.5
1625,NDGL,Naga Dhunseri Group Limited,23799
1626,DUCON,Ducon Infratechnologies Limited,23784.5529135
1627,SJLOGISTIC,S J Logistics (India) Limited,23752.3332
1628,GILLANDERS,Gillanders Arbuthnot & Company Limited,23711.346406
1629,CANARYS,Canarys Automations Limited,23597.2464
1630,MAHESHWARI,Maheshwari Logistics Limited,23588.9684
1631,CORALFINAC,Coral India Finance & Housing Limited,23576.801625
1632,GREENCHEF,Greenchef Appliances Limited,23469.65064
1633,AURDIS,Aurangabad Distillery Limited,23370
1634,SOFTTECH,Softtech Engineers Limited,23348.68998
1635,AARVI,Aarvi Encon Limited,23321.76
1636,DTIL,Dhunseri Tea & Industries Limited,23289.711945500003
1637,IVP,IVP Limited,23177.2973035
1638,PALREDTEC,Palred Technologies Limited,23131.782305999997
1639,EROSMEDIA,Eros International Media Limited,23115.302679
1640,INDOTHAI,Indo Thai Securities Limited,22965
1641,NITCO,Nitco Limited,22779.288735
1642,WELINV,Welspun Investments and Commercials Limited,22752.767576
1643,MAGNUM,Magnum Ventures Limited,22717.7699
1644,QMSMEDI,QMS Medical Allied Services Limited,22696.275
1645,ATAM,Atam Valves Limited,22530.528
1646,GENCON,Generic Engineering Construction and Projects Limited,22487.356856
1647,CCHHL,Country Club Hospitality & Holidays Limited,22476.4010625
1648,GIRRESORTS,GIR Natureview Resorts Limited,22472.058125
1649,RELCHEMQ,Reliance Chemotex Industries Limited,22430.784580500003
1650,ARSHIYA,Arshiya Limited,22395.452775
1651,VITAL,Vital Chemtech Limited,22334.40075
1652,LLOYDS,Lloyds Luxuries Limited,22275
1653,MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited,22246.4602
1654,KEL,Kundan Edifice Limited,22177.248
1655,CHAVDA,Chavda Infra Limited,22042.464
1656,ASCOM,Ascom Leasing & Investments Limited,22016.80131
1657,SHIGAN,Shigan Quantum Technologies Limited,21992.03475
1658,VETO,Veto Switchgears And Cables Limited,21991.7557275
1659,MOS,Mos Utility Limited,21943.31568
1660,INDOWIND,Indowind Energy Limited,21896.29512
1661,INVENTURE,Inventure Growth & Securities Limited,21840
1662,SWASTIK,Swastik Pipe Limited,21802.72521
1663,SUVIDHAA,Suvidhaa Infoserve Limited,21782.11245
1664,BAFNAPH,Bafna Pharmaceuticals Limited,21763.8282
1665,ALPA,Alpa Laboratories Limited,21734.9398
1666,BSL,BSL Limited,21665.01364
1667,INFOLLION,Infollion Research Services Limited,21610.71592
1668,TTL,T T Limited,21519.54805
1669,LOVABLE,Lovable Lingerie Limited,21519.2
1670,TEXMOPIPES,Texmo Pipes and Products Limited,21429.13
1671,ZEELEARN,Zee Learn Limited,21359.0734875
1672,USK,Udayshivakumar Infra Limited,21340.178240999998
1673,MODIRUBBER,Modi Rubber Limited,21284.4522
1674,TREJHARA,TREJHARA SOLUTIONS LIMITED,21269.3364
1675,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,21267.6003
1676,DCI,Dc Infotech And Communication Limited,21162
1677,DIGIKORE,Digikore Studios Limited,21005.8976
1678,SURANAT&P,Surana Telecom and Power Limited,20974.9142835
1679,IEL,Indiabulls Enterprises Limited,20924.5531835
1680,TOTAL,Total Transport Systems Limited,20908.6204945
1681,EFACTOR,E Factor Experiences Limited,20744.63533
1682,VIPULLTD,Vipul Limited,20697.3228
1683,SALSTEEL,S.A.L. Steel Limited,20646.9081
1684,A2ZINFRA,A2Z Infra Engineering Limited,20606.023386
1685,RHFL,Reliance Home Finance Limited,20593.6165275
1686,FRETAIL,Future Retail Limited,20335.6529625
1687,DENEERS,De Neers Tools Limited,20160.492
1688,LATTEYS,Latteys Industries Limited,20066.042925
1689,SPLIL,SPL Industries Limited,19952.002752
1690,KDL,Kore Digital Limited,19942.56
1691,JOCIL,Jocil Limited,19898.216575
1692,TARMAT,Tarmat Limited,19854.2285325
1693,NOIDATOLL,Noida Toll Bridge Company Limited,19829.767713
1694,ATLANTAA,Atlantaa  Limited,19763.75
1695,UNIHEALTH,Unihealth Consultancy Limited,19727.338512000002
1696,UNITEDPOLY,United Polyfab Gujarat Limited,19725.884325
1697,AKSHOPTFBR,Aksh Optifibre Limited,19686.454491
1698,SRIVASAVI,Srivasavi Adhesive Tapes Limited,19680.829491
1699,ARCHIDPLY,Archidply Industries Limited,19656.4175
1700,AIROLAM,Airo Lam limited,19555.107
1701,ROCKINGDCE,Rockingdeals Circular Economy Limited,19486.7665
1702,ASPINWALL,Aspinwall and Company Limited,19350.2628
1703,VAISHALI,Vaishali Pharma Limited,19279.8095535
1704,KBCGLOBAL,KBC Global Limited,19244.08272
1705,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,19216.976975999998
1706,SIGIND,Signet Industries Limited,19192.924
1707,ARVEE,Arvee Laboratories (India) Limited,19059.09
1708,AVONMORE,Avonmore Capital & Management Services Limited,18986.16786
1709,VISESHINFO,Visesh Infotecnics Limited,18872.183275
1710,JMA,Jullundur Motor Agency (Delhi) Limited,18809.607969
1711,AKI,AKI India Limited,18740.5386
1712,NILASPACES,Nila Spaces Limited,18709.737
1713,RAJSREESUG,Rajshree Sugars & Chemicals Limited,18622.210572
1714,SHIVATEX,Shiva Texyarn Limited,18549.642303
1715,FELIX,Felix Industries Limited,18498.1065
1716,MANAKCOAT,Manaksia Coated Metals & Industries Limited,18480.6021
1717,BAHETI,Baheti Recycling Industries Limited,18476.72046
1718,EMMBI,Emmbi Industries Limited,18406.705125
1719,GLOBALVECT,Global Vectra Helicorp Limited,18361
1720,TOUCHWOOD,Touchwood Entertainment Limited,18284.05425
1721,WEIZMANIND,Weizmann Limited,18237.87415
1722,SHAH,Shah Metacorp Limited,18229.922405999998
1723,SMARTLINK,Smartlink Holdings Limited,18089.6625
1724,DRCSYSTEMS,DRC Systems India Limited,18081.599445
1725,NIRMAN,Nirman Agri Genetics Limited,18076.126
1726,ALPHAGEO,Alphageo (India) Limited,18066.3911295
1727,PASHUPATI,Pashupati Cotspin Limited,18035.12
1728,UMAEXPORTS,Uma Exports Limited,18003.734475
1729,BEARDSELL,Beardsell Limited,17904.398
1730,SHRITECH,Shri Techtex Limited,17851.725
1731,ISFT,Intrasoft Technologies Limited,17847.427897
1732,TECHLABS,Trident Techlabs Limited,17808.136452
1733,BHARATGEAR,Bharat Gears Limited,17750.447047999998
1734,GVPTECH,GVP Infotech Limited,17670.482515
1735,NIRAJ,Niraj Cement Structurals Limited,17547.8661
1736,CAPTRUST,Capital Trust Limited,17547.6175875
1737,RKEC,RKEC Projects Limited,17537.1286
1738,BAGFILMS,B.A.G Films and Media Limited,17500.6757865
1739,ARHAM,Arham Technologies Limited,17364.15
1740,MUKTAARTS,Mukta Arts Limited,17356.7262
1741,LOTUSEYE,Lotus Eye Hospital and Institute Limited,17344.13922
1742,TRANSTEEL,Transteel Seating Technologies Limited,17333.34009
1743,DANGEE,Dangee Dums Limited,17322.1875
1744,DYNAMIC,Dynamic Services & Security Limited,17255.972088
1745,WORTH,Worth Peripherals Limited,17223.7185
1746,AHLADA,Ahlada Engineers Limited,17152.6275
1747,SIKKO,Sikko Industries Limited,17136
1748,KOHINOOR,Kohinoor Foods Limited,17108.511095
1749,DUCOL,Ducol Organics And Colours Limited,17106.31
1750,FCONSUMER,Future Consumer Limited,16974.7944655
1751,KREBSBIO,Krebs Biochemicals and Industries Limited,16892.719130999998
1752,PRAKASHSTL,Prakash Steelage Limited,16887.537635
1753,INDBANK,Indbank Merchant Banking Services Limited,16863.716
1754,XELPMOC,Xelpmoc Design And Tech Limited,16693.146537
1755,AMJLAND,Amj Land Holdings Limited,16687
1756,UMANGDAIRY,Umang Dairies Limited,16656.4224
1757,DJML,DJ Mediaprint & Logistics Limited,16528.69776
1758,JHS,JHS Svendgaard Laboratories Limited,16517.1683425
1759,CADSYS,Cadsys (India) Limited,16505.5
1760,SURANASOL,Surana Solar Limited,16385.7978
1761,RILINFRA,Rachana Infrastructure Limited,16381.7025
1762,SADBHIN,Sadbhav Infrastructure Project Limited,16378.472544
1763,URBAN,Urban Enviro Waste Management Limited,16313.275
1764,LAMBODHARA,Lambodhara Textiles Limited,16256.5104
1765,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,16176.382425
1766,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,16120.6169125
1767,SMSLIFE,SMS Lifesciences India Limited,16011.327952
1768,IL&FSTRANS,IL&FS Transportation Networks Limited,15954.5613095
1769,MANAKALUCO,Manaksia Aluminium Company Limited,15924.77415
1770,INDIANCARD,Indian Card Clothing Company Limited,15913.28992
1771,SUMIT,Sumit Woods Limited,15859.382314
1772,THOMASCOTT,Thomas Scott (India) Limited,15850.713301500002
1773,BALPHARMA,Bal Pharma Limited,15812.274185999999
1774,PARTYCRUS,Party Cruisers Limited,15730.4
1775,PANSARI,Pansari Developers Limited,15719.5668
1776,MADHUSUDAN,Madhusudan Masala Limited,15718.65
1777,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,15665.85625
1778,KARNIKA,Karnika Industries Limited,15629.56975
1779,LAGNAM,Lagnam Spintex Limited,15557.5545
1780,VARDMNPOLY,Vardhman Polytex Limited,15555.84549
1781,MANGALAM,Mangalam Drugs And Organics Limited,15535.425412
1782,TIRUPATIFL,Tirupati Forge Limited,15484
1783,SIL,Standard Industries Limited,15438.94584
1784,3RDROCK,3rd Rock Multimedia Limited,15316.15
1785,SALONA,Salona Cotspin Limited,15300.428
1786,AMDIND,AMD Industries Limited,15285.4823275
1787,YUDIZ,Yudiz Solutions Limited,15272.675
1788,SWARAJ,Swaraj Suiting Limited,15263.62437
1789,FIDEL,Fidel Softech Limited,15187.49352
1790,ASTRON,Astron Paper & Board Mill Limited,15089.25
1791,RSSOFTWARE,R. S. Software (India) Limited,15052.220189000001
1792,CENTEXT,Century Extrusions Limited,15040
1793,LASA,Lasa Supergenerics Limited,14980.270460999998
1794,KALYANIFRG,Kalyani Forge Limited,14917.619
1795,RMDRIP,R M Drip and Sprinklers Systems Limited,14859.2
1796,CMNL,Chaman Metallics Limited,14830.812478
1797,DCM,DCM  Limited,14774.099459000001
1798,MOTOGENFIN,The Motor & General Finance Limited,14755.05939
1799,CTE,Cambridge Technology Enterprises Limited,14713.4457425
1800,IPSL,Integrated Personnel Services Limited,14636.42181
1801,CORDSCABLE,Cords Cable Industries Limited,14621.31918
1802,PRAENG,Prajay Engineers Syndicate Limited,14546.644527999999
1803,ACCURACY,Accuracy Shipping Limited,14529.04
1804,ANLON,Anlon Technology Solutions Limited,14452.4925
1805,AARTECH,Aartech Solonics Limited,14264.898375
1806,SUNDARAM,Sundaram Multi Pap Limited,14216.33319
1807,SONAMLTD,SONAM LIMITED,14211.36
1808,SURYALAXMI,Suryalakshmi Cotton Mills Limited,14179.18866
1809,GOYALALUM,Goyal Aluminiums Limited,14130.54522
1810,ARTNIRMAN,Art Nirman Limited,14062.706
1811,GTL,GTL Limited,13999.413509000002
1812,ALKALI,Alkali Metals Limited,13878.755678
1813,OMAXAUTO,Omax Autos Limited,13859.2316305
1814,FLEXITUFF,Flexituff Ventures International Limited,13858.086492999999
1815,MAHASTEEL,Mahamaya Steel Industries Limited,13854.1992
1816,SHRADHA,Shradha Infraprojects Limited,13729.087775999998
1817,GOLDKART,Goldkart Jewels Limited,13722.023625
1818,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,13708.695432
1819,ANIKINDS,Anik Industries Limited,13682.468598
1820,WIPL,The Western India Plywoods Limited,13664.6174
1821,SUPREMEINF,Supreme Infrastructure India Limited,13581.589602
1822,PULZ,Pulz Electronics Limited,13575.48
1823,SSFL,Srivari Spices And Foods Limited,13491.238
1824,ABCOTS,A B Cotspin India Limited,13379.86
1825,JAINAM,Jainam Ferro Alloys (I) Limited,13344.0762
1826,OILCOUNTUB,Oil Country Tubular Limited,13264.714235
1827,SECMARK,SecMark Consultancy Limited,13237.94325
1828,GRAPHISAD,Graphisads Limited,13213.9095
1829,SOTAC,Sotac Pharmaceuticals Limited,13039
1830,PIONEEREMB,Pioneer Embroideries Limited,13011.67014
1831,GICL,Globe International Carriers Limited,12958.14
1832,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,12831.957762
1833,ENERGYDEV,Energy Development Company Limited,12682.5
1834,SHAHALLOYS,Shah Alloys Limited,12630.83052
1835,MAL,Mangalam Alloys Limited,12626.851660499999
1836,PATINTLOG,Patel Integrated Logistics Limited,12529.634724000001
1837,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,12523.5
1838,PARIN,Parin Furniture Limited,12452.16
1839,SHREEOSFM,Shree OSFM E-Mobility Limited,12419.938
1840,MITCON,MITCON Consultancy & Engineering Services Limited,12410.604487
1841,GANGESSECU,Ganges Securities Limited,12409.5737235
1842,GTECJAINX,G-TEC JAINX EDUCATION LIMITED,12379.75407
1843,OBCL,Orissa Bengal Carrier Limited,12354.51494
1844,DOLLEX,Dollex Agrotech Limited,12284.256
1845,MHHL,Mohini Health & Hygiene Limited,12263.64275
1846,NITIRAJ,Nitiraj Engineers Limited,12188.439
1847,SIMBHALS,Simbhaoli Sugars Limited,12156.67139
1848,TIMESGTY,Times Guaranty Limited,12122.764852
1849,VELS,Vels Film International Limited,12004.44
1850,CROWN,Crown Lifters Limited,11935.065
1851,MDL,Marvel Decor Limited,11868.45751
1852,DIL,Debock Industries Limited,11789.786196
1853,HPIL,Hindprakash Industries Limited,11779.2443
1854,PALASHSECU,Palash Securities Limited,11733.638646
1855,BLBLIMITED,BLB Limited,11709.654647000001
1856,DBSTOCKBRO,DB (International) Stock Brokers Limited,11707.5
1857,UNIVASTU,Univastu India Limited,11705.538
1858,PRUDMOULI,Prudential Sugar Corporation Limited,11675.224
1859,AAKASH,Aakash Exploration Services Limited,11643.75
1860,AGRITECH,Agri-Tech (India) Limited,11553.3
1861,DAMODARIND,Damodar Industries Limited,11521.85
1862,QUICKTOUCH,Quicktouch Technologies Limited,11415.5
1863,BANKA,Banka BioLoo Limited,11405.180972999999
1864,BVCL,Barak Valley Cements Limited,11368.08
1865,S&SPOWER,S&S Power Switchgears Limited,11321.2
1866,ONDOOR,On Door Concepts Limited,11288.751082
1867,TOKYOPLAST,Tokyo Plast International Limited,11235.4055
1868,HOMESFY,Homesfy Realty Limited,11200.3632
1869,AVROIND,AVRO INDIA LIMITED,11171.7955
1870,ZENITHSTL,Zenith Steel Pipes & Industries Limited,11169.015168
1871,SYNOPTICS,Synoptics Technologies Limited,11151.2
1872,STEELCITY,Steel City Securities Limited,11050.8399925
1873,BABAFP,Baba Food Processing (India) Limited,11020.322025
1874,HISARMETAL,Hisar Metal Industries Limited,11013.3
1875,AKSHAR,Akshar Spintex Limited,10999.56
1876,MCON,Mcon Rasayan India Limited,10873.96875
1877,DGCONTENT,Digicontent Limited,10793.702969000002
1878,SOMICONVEY,Somi Conveyor Beltings Limited,10784.275067999999
1879,RCDL,Rajgor Castor Derivatives Limited,10774.091326
1880,MRO-TEK,MRO-TEK Realty Limited,10743.64615
1881,AAATECH,AAA Technologies Limited,10736.0316
1882,GRCL,Gayatri Rubbers And Chemicals Limited,10735.798
1883,YAARI,Yaari Digital Integrated Services Limited,10697.1005835
1884,VIVIANA,Viviana Power Tech Limited,10680.33
1885,ARABIAN,Arabian Petroleum Limited,10619.7
1886,GROBTEA,The Grob Tea Company Limited,10606.842415
1887,VERTEXPLUS,Vertexplus Technologies Limited,10594.8066
1888,MCL,Madhav Copper Limited,10558.5492
1889,NIBL,NRB Industrial Bearings Limited,10552.448075
1890,MARSHALL,Marshall Machines Limited,10516.53548
1891,ARIHANTACA,Arihant Academy Limited,10502.7444
1892,KHFM,Khfm Hospitality And Facility Management Services Limited,10401.537981
1893,DELTAMAGNT,Delta Manufacturing Limited,10384.52184
1894,PRESSTONIC,Presstonic Engineering Limited,10297.19328
1895,SAMPANN,Sampann Utpadan India Limited,10193.11
1896,BHANDARI,Bhandari Hosiery Exports Limited,9969.721721
1897,PKTEA,The Peria Karamalai Tea & Produce Company Limited,9931.579832000001
1898,LPDC,Landmark Property Development Company Limited,9926.59384
1899,HOLMARC,Holmarc Opto-Mechatronics Limited,9909.3
1900,LEMERITE,Le Merite Exports Limited,9862.02
1901,INDSWFTLTD,Ind-Swift Limited,9857.966846
1902,MBECL,Mcnally Bharat Engineering Company Limited,9812.650149
1903,MAGSON,Magson Retail And Distribution Limited,9800.725
1904,CINEVISTA,Cinevista Limited,9706.764275
1905,PANACHE,Panache Digilife Limited,9678
1906,FIBERWEB,Fiberweb (India) Limited,9674.01456
1907,ARCHIES,Archies Limited,9661.08
1908,REGENCERAM,Regency Ceramics Limited,9585.074925
1909,TPHQ,Teamo Productions HQ Limited,9473.4156
1910,AATMAJ,Aatmaj Healthcare Limited,9412.9
1911,SHEETAL,Sheetal Universal Limited,9405.375179
1912,SETCO,Setco Automotive Limited,9363.70925
1913,PROLIFE,Prolife Industries Limited,9334.5024
1914,CELEBRITY,Celebrity Fashions Limited,9243.253322999999
1915,HECPROJECT,HEC Infra Projects Limited,9230.79468
1916,GLOBALPET,Global Pet Industries Limited,9200.16352
1917,MARCO,Marco Cables & Conductors Limited,9181.209
1918,AGROPHOS,Agro Phos India Limited,9163.89998
1919,HOVS,HOV Services Limited,9131.3547
1920,CUBEXTUB,Cubex Tubings Limited,9128.3465625
1921,AUSOMENT,Ausom Enterprise Limited,9086.909184
1922,KARMAENG,Karma Energy Limited,9070.815712
1923,DHRUV,Dhruv Consultancy Services Limited,9064.414
1924,WEWIN,WE WIN LIMITED,9053.451
1925,PENTAGON,Pentagon Rubber Limited,9020.7
