Ticker,Description,Sector,Industry,Exchange
IVC,IL & FS INVESTMENT,Finance,Investment Banks/Brokers,NSE
VIPULLTD,VIPUL LTD,Finance,Real Estate Development,NSE
BAJAJHLDNG,BAJAJ HLDG & INVES,Finance,Financial Conglomerates,NSE
5PAISA,5PAISA CAPITAL LTD,Finance,Investment Banks/Brokers,NSE
INDUSTOWER,INDUS TOWERS LTD,Finance,Finance/Rental/Leasing,NSE
BAJFINANCE,BAJAJ FINANCE LTD,Finance,Finance/Rental/Leasing,NSE
SBILIFE,SBI LIFE INSURANCE,Finance,Life/Health Insurance,NSE
HDFCLIFE,HDFC LIFE INSURANC,Finance,Multi-Line Insurance,NSE
GLFL,GUJARAT LEASE,Finance,Finance/Rental/Leasing,NSE
LFIC,LAKSHMI FINANCE &,Finance,Financial Conglomerates,NSE
FINOPB,FINO PAYMENTS BANK LTD,Finance,Regional Banks,NSE
STEELCITY,STEEL CITY SECURIT,Finance,Investment Banks/Brokers,NSE
DCMFINSERV,DCM FINANCIAL SERV,Finance,Finance/Rental/Leasing,NSE
CENTRALBK,CENTRAL BANK OF IN,Finance,Major Banks,NSE
YESBANK,YES BANK,Finance,Major Banks,NSE
MUTHOOTFIN,MUTHOOT FINANCE LTD,Finance,Finance/Rental/Leasing,NSE
SANGHVIMOV,SANGHVI MOVERS,Finance,Finance/Rental/Leasing,NSE
CMSINFO,CMS INFO SYSTEMS LTD,Finance,Investment Managers,NSE
TARACHAND,TARA CHAND INFRA,Finance,Finance/Rental/Leasing,NSE
NIACL,THE NEW INDIA ASSU,Finance,Multi-Line Insurance,NSE
REPCOHOME,REPCO HOME FIN LTD,Finance,Finance/Rental/Leasing,NSE
M_MFIN,MAHINDRA &MAH FIN,Finance,Finance/Rental/Leasing,NSE
FIVESTAR,FIVE-STAR BUS FIN LTD,Finance,Financial Conglomerates,NSE
RECLTD,REC LTD,Finance,Finance/Rental/Leasing,NSE
ICDSLTD,ICDS,Finance,Finance/Rental/Leasing,NSE
21STCENMGM,21ST CENTURY MANAG,Finance,Investment Banks/Brokers,NSE
PNBHOUSING,PNB HOUSING,Finance,Finance/Rental/Leasing,NSE
SUNDARMFIN,SUNDARAM FINANCE L,Finance,Finance/Rental/Leasing,NSE
GODREJPROP,GODREJ PROPERTIES,Finance,Real Estate Development,NSE
BANKBARODA,BK OF BARODA,Finance,Major Banks,NSE
BIRLAMONEY,ADITYA BIRLA MONEY,Finance,Investment Banks/Brokers,NSE
MAHLIFE,MAHINDRA LIFESPACE,Finance,Real Estate Development,NSE
GICHSGFIN,GIC HOUSING FINANC,Finance,Finance/Rental/Leasing,NSE
AAVAS,AAVAS FINANCIERS L,Finance,Finance/Rental/Leasing,NSE
IIFL,IIFL FINANCE LTD,Finance,Finance/Rental/Leasing,NSE
KTKBANK,KARNATAKA BANK,Finance,Regional Banks,NSE
ALMONDZ,ALMONDZ GLOBAL SEC,Finance,Investment Banks/Brokers,NSE
TRU,TRUCAP FINANCE LTD,Finance,Finance/Rental/Leasing,NSE
OSWALAGRO,OSWAL AGRO MILLS,Finance,Real Estate Development,NSE
ANANDRATHI,ANAND RATHI WEALTH LTD,Finance,Investment Managers,NSE
TATAINVEST,TATA INVESTMENT,Finance,Investment Banks/Brokers,NSE
KICL,KALYANI INVESTMENT,Finance,Financial Conglomerates,NSE
HOMEFIRST,HOME FIRST FIN CO IND LTD,Finance,Finance/Rental/Leasing,NSE
DOLATALGO,DOLAT ALGOTECH LTD,Finance,Investment Banks/Brokers,NSE
WEALTH,WEALTH FRST PORT. MG. LTD,Finance,Financial Conglomerates,NSE
MONARCH,MONARCH NETWORTH CAP LTD,Finance,Investment Banks/Brokers,NSE
BRIGADE,BRIGADE ENTERPRISE,Finance,Real Estate Development,NSE
ASHIANA,ASHIANA HOUSING LD,Finance,Real Estate Development,NSE
MANINFRA,MAN INFRACONSTRUCT,Finance,Real Estate Development,NSE
PHOENIXLTD,PHOENIX MILLS,Finance,Real Estate Development,NSE
UCOBANK,UCO BANK,Finance,Regional Banks,NSE
DCBBANK,DCB BANK LTD,Finance,Regional Banks,NSE
HEMIPROP,HEMISPHERE PROP IND LTD,Finance,Real Estate Development,NSE
IITL,INDUSTRIAL INV TRU,Finance,Investment Banks/Brokers,NSE
YAARI,YAARI DIGI INT SER LTD,Finance,Real Estate Development,NSE
POONAWALLA,POONAWALLA FINCORP LTD,Finance,Finance/Rental/Leasing,NSE
UNIONBANK,UNION BK OF INDIA,Finance,Major Banks,NSE
MARATHON,MARATHON NEXTGEN,Finance,Real Estate Development,NSE
CROWN,CROWN LIFTERS LTD,Finance,Finance/Rental/Leasing,NSE
FCONSUMER,FUTURE CONSUMER LTD,Finance,Investment Managers,NSE
HDFCAMC,HDFC ASSET MANAGEM,Finance,Investment Managers,NSE
DBSTOCKBRO,DB INTL STOCK BROK,Finance,Investment Banks/Brokers,NSE
PRUDENT,PRUDENT CORP ADV SER LTD,Finance,Investment Managers,NSE
RBLBANK,RBL BANK LTD,Finance,Major Banks,NSE
TFL,TRANSWARRANTY FINA,Finance,Investment Banks/Brokers,NSE
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,Finance,Investment Banks/Brokers,NSE
HUDCO,HOUSING & URBAN,Finance,Finance/Rental/Leasing,NSE
LICHSGFIN,LIC HOUSING FINAN,Finance,Finance/Rental/Leasing,NSE
CSLFINANCE,CSL FINANCE LTD,Finance,Investment Banks/Brokers,NSE
BAJAJFINSV,BAJAJ FINSERV LTD,Finance,Life/Health Insurance,NSE
OMAXE,OMAXE LTD,Finance,Real Estate Development,NSE
KOLTEPATIL,KOLTE-PATIL DEVELO,Finance,Real Estate Development,NSE
STARTECK,STARTECK FINANCE LTD,Finance,Finance/Rental/Leasing,NSE
SBICARD,SBI CARDS & PAYMEN,Finance,Finance/Rental/Leasing,NSE
CANBK,CANARA BANK,Finance,Regional Banks,NSE
AMJLAND,AMJ LAND HOLDINGS,Finance,Real Estate Development,NSE
BAIDFIN,BAID FINSERV LTD,Finance,Finance/Rental/Leasing,NSE
KBCGLOBAL,KBC GLOBAL LTD,Finance,Real Estate Development,NSE
CHOLAHLDNG,CHOLAMANDALAM FIN,Finance,Finance/Rental/Leasing,NSE
PODDARHOUS,PODDAR HOUSING AND,Finance,Real Estate Development,NSE
PTL,PTL ENTERPRISES LTD,Finance,Real Estate Development,NSE
PENINLAND,PENINSULA LAND LTD,Finance,Real Estate Development,NSE
MAHABANK,BK OF MAHARASHTRA,Finance,Major Banks,NSE
COUNCODOS,COUNTRY CONDO'S,Finance,Real Estate Development,NSE
EMAMIREAL,EMAMI REALTY LTD,Finance,Real Estate Development,NSE
GICRE,GENERAL INSURANCE,Finance,Specialty Insurance,NSE
INDIANB,INDIAN BANK,Finance,Major Banks,NSE
AXISBANK,AXIS BANK,Finance,Regional Banks,NSE
APTUS,APTUS VALUE HSG FIN I LTD,Finance,Finance/Rental/Leasing,NSE
TFCILTD,TOURISM FIN CORP,Finance,Finance/Rental/Leasing,NSE
RUSTOMJEE,KEYSTONE REALTORS LTD,Finance,Real Estate Development,NSE
SCAPDVR,STAMPEDE CAPITAL,Finance,Investment Banks/Brokers,NSE
PSB,PUNJAB & SIND BANK,Finance,Major Banks,NSE
PARSVNATH,PARSVNATH DEVELOPE,Finance,Real Estate Development,NSE
MASKINVEST,MASK INVESTMENTS L,Finance,Financial Conglomerates,NSE
CANFINHOME,CANFIN HOMES,Finance,Finance/Rental/Leasing,NSE
EMKAY,EMKAY GLOBAL FIN,Finance,Investment Managers,NSE
ASCOM,ASCOM L & I LTD,Finance,Finance/Rental/Leasing,NSE
INDBANK,INDBANK MERCH BANK,Finance,Investment Banks/Brokers,NSE
BFINVEST,BF INVESTMENT LTD,Finance,Financial Conglomerates,NSE
PFC,POWER FINANCE CORP,Finance,Finance/Rental/Leasing,NSE
VLSFINANCE,VLS FIN LTD INDIA,Finance,Investment Banks/Brokers,NSE
TIRSARJ,TIRUPATI SARJAN LTD.,Finance,Real Estate Development,BSE
ZSARACOM,SARASWATI COMMERCIAL (INDIA) L,Finance,Financial Conglomerates,BSE
SIKOZY,SIKOZY REALTORS LIMITED,Finance,Real Estate Development,BSE
FGP,FGP LTD.,Finance,Real Estate Development,BSE
SUPERIOR,SUPERIOR FINLEASE LIMITED,Finance,Finance/Rental/Leasing,BSE
KIRANVYPAR,KIRAN VYAPAR LTD,Finance,Financial Conglomerates,BSE
PML,PAUL MERCHANTS LTD.,Finance,Finance/Rental/Leasing,BSE
INDOASIAF,INDO ASIAN FINANCE LTD.,Finance,Finance/Rental/Leasing,BSE
GCMSECU,GCM SECURITIES LTD,Finance,Investment Banks/Brokers,BSE
ANSALHSG,ANSAL HOUSING LIMITED,Finance,Real Estate Development,BSE
AVAILFC,AVAILABLE FINANCE LTD.,Finance,Financial Conglomerates,BSE
JLL,JINDAL LEASEFIN LIMITED,Finance,Finance/Rental/Leasing,BSE
FINKURVE,FINKURVE FINANCIAL SERVICES LT,Finance,Finance/Rental/Leasing,BSE
NPRFIN,NPR FINANCE LTD.,Finance,Regional Banks,BSE
GARBIFIN,GARBI FINVEST LIMITED,Finance,Financial Conglomerates,BSE
YOGI,YOGI LIMITED,Finance,Financial Conglomerates,BSE
WSFX,WSFX GLOBAL PAY LIMITED,Finance,Regional Banks,BSE
SATRAPROP,SATRA PROPERTIES (INDIA) LTD.,Finance,Real Estate Development,BSE
MADHUDIN,MADHUSUDAN INDUSTRIES LTD.,Finance,Real Estate Development,BSE
MEGACOR,MEGA CORPORATION LTD.,Finance,Finance/Rental/Leasing,BSE
SHARDUL,SHARDUL SECURITIES LTD.,Finance,Investment Banks/Brokers,BSE
SHYAMAINFO,SHYAMA INFOSYS LTD.,Finance,Financial Conglomerates,BSE
AJCON,AJCON GLOBAL SERVICES LTD.,Finance,Investment Banks/Brokers,BSE
STARHFL,STAR HOUSING FINANCE LIMITED,Finance,Financial Conglomerates,BSE
MORARKFI,MORARKA FINANCE LTD.,Finance,Financial Conglomerates,BSE
RPIL,RITESH PROPERTIES & INDUSTRIES,Finance,Investment Banks/Brokers,BSE
ONEGLOBAL,ONE GLOBAL SERVICE PROVIDER LI,Finance,Financial Conglomerates,BSE
LEADFIN,LEAD FINANCIAL SERVICES LTD.,Finance,Financial Conglomerates,BSE
BRIJLEAS,BRIJLAXMI LEASING & FINANCE LT,Finance,Financial Conglomerates,BSE
INDCEMCAP,INDIA CEMENTS CAPITAL LTD.,Finance,Regional Banks,BSE
INDLEASE,INDIA LEASE DEVELOPMENT LTD.,Finance,Finance/Rental/Leasing,BSE
SVPHOUSING,SVP HOUSING LIMITED,Finance,Real Estate Development,BSE
COLABCLOUD,COLAB CLOUD PLATFORMS LIMITED,Finance,Financial Conglomerates,BSE
SODFC,SOM DATT FINANCE CORPORATION L,Finance,Investment Banks/Brokers,BSE
DHARNI,DHARNI CAPITAL SERVICES LIMITE,Finance,Investment Managers,BSE
NEOINFRA,NEO INFRACON LTD.,Finance,Real Estate Development,BSE
BERYLSE,BERYL SECURITIES LTD.,Finance,Investment Banks/Brokers,BSE
TRIOMERC,TRIO MERCANTILE & TRADING LTD.,Finance,Investment Banks/Brokers,BSE
SAINIK,SAINIK FINANCE & INDUSTRIES LT,Finance,Finance/Rental/Leasing,BSE
SHVFL,SHREEVATSAA FINANCE & LEASING,Finance,Finance/Rental/Leasing,BSE
MNIL,MEGA NIRMAN & INDUSTRIES LIMIT,Finance,Real Estate Development,BSE
BOMOXY_B1,BOMBAY OXYGEN INVESTMENTS LIMI,Finance,Finance/Rental/Leasing,BSE
RICHIRICH,RICHIRICH INVENTURES LIMITED,Finance,Financial Conglomerates,BSE
SBLI,SBL INFRATECH LIMITED,Finance,Real Estate Development,BSE
CUBIFIN,CUBICAL FINANCIAL SERVICES LTD,Finance,Investment Banks/Brokers,BSE
NIRLON,NIRLON LTD.,Finance,Real Estate Development,BSE
DHANCOT,DHANLAXMI COTEX LTD.,Finance,Investment Banks/Brokers,BSE
MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,Finance,Regional Banks,BSE
QGO,QGO FINANCE LIMITED,Finance,Financial Conglomerates,BSE
SYSTMTXC,SYSTEMATIX CORPORATE SERVICES,Finance,Investment Banks/Brokers,BSE
KREONFIN,KREON FINNANCIAL SERVICES LTD.,Finance,Finance/Rental/Leasing,BSE
PRITHVIEXCH,PRITHVI EXCHANGE (INDIA) LIMIT,Finance,Finance/Rental/Leasing,BSE
RAP,RAP MEDIA LTD.,Finance,Real Estate Development,BSE
ASHAI,ASHIANA AGRO INDUSTRIES LTD.,Finance,Financial Conglomerates,BSE
RTFL,REAL TOUCH FINANCE LIMITED,Finance,Finance/Rental/Leasing,BSE
GSBFIN,GSB FINANCE LTD.,Finance,Investment Banks/Brokers,BSE
ABVL,ARUNJYOTI BIO VENTURES LIMITED,Finance,Financial Conglomerates,BSE
EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,Finance,Financial Conglomerates,BSE
VERTEX,VERTEX SECURITIES LTD.,Finance,Investment Banks/Brokers,BSE
STANROS,STANROSE MAFATLAL INVESTMENTS,Finance,Investment Managers,BSE
NEWINFRA,NEWTIME INFRASTRUCTURE LIMITED,Finance,Real Estate Development,BSE
MANCREDIT,MANGAL CREDIT AND FINCORP LTD.,Finance,Finance/Rental/Leasing,BSE
SHRIKRISH,SHRI KRISHNA DEVCON LTD.,Finance,Real Estate Development,BSE
TAMBOLI,TAMBOLI CAPITAL LTD.,Finance,Investment Banks/Brokers,BSE
USHAKIRA,USHAKIRAN FINANCE LTD.,Finance,Investment Banks/Brokers,BSE
ONTIC,ONTIC FINSERVE LIMITED,Finance,Investment Managers,BSE
OASISEC,OASIS SECURITIES LTD.,Finance,Financial Conglomerates,BSE
PRIMEURB,PRIME URBAN DEVELOPMENT INDIA,Finance,Real Estate Development,BSE
ESARIND,ESAAR (INDIA) LTD.,Finance,Finance/Rental/Leasing,BSE
GOYALASS,GOYAL ASSOCIATES LTD.,Finance,Financial Conglomerates,BSE
RELICTEC,RELIC TECHNOLOGIES LTD.,Finance,Finance/Rental/Leasing,BSE
CMBL,CORPORATE MERCHANT BANKERS LIM,Finance,Regional Banks,BSE
SAHLIBHFI,SHALIBHADRA FINANCE LTD.,Finance,Finance/Rental/Leasing,BSE
INDIAHOME,INDIA HOME LOAN LTD.,Finance,Finance/Rental/Leasing,BSE
INDIANVSH,INDIANIVESH LTD.,Finance,Investment Banks/Brokers,BSE
KRISHNACAP,KRISHNA CAPITAL AND SECURITIES,Finance,Investment Banks/Brokers,BSE
BSELINFRA,BSEL INFRASTRUCTURE REALTY LTD,Finance,Real Estate Development,BSE
INTRGLB,INTER GLOBE FINANCE LTD.,Finance,Finance/Rental/Leasing,BSE
RLFL,RAMCHANDRA LEASING & FINANCE L,Finance,Investment Banks/Brokers,BSE
HARYNACAP,HARYANA CAPFIN LTD.,Finance,Financial Conglomerates,BSE
GLANCE,GLANCE FINANCE LTD.,Finance,Finance/Rental/Leasing,BSE
GUJSTATFIN,GUJARAT STATE FINANCIAL CORPOR,Finance,Finance/Rental/Leasing,BSE
RANDER,RANDER CORPORATION LTD.,Finance,Finance/Rental/Leasing,BSE
RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.,Finance,Real Estate Development,BSE
LKPFIN,LKP FINANCE LIMITED,Finance,Investment Banks/Brokers,BSE
INDINFO,INDIAN INFOTECH & SOFTWARE LTD,Finance,Finance/Rental/Leasing,BSE
GOLDLINE,GOLD LINE INTERNATIONAL FINVES,Finance,Investment Managers,BSE
AIIL,AUTHUM INVESTMENT & INFRASTRUC,Finance,Financial Conglomerates,BSE
ABHICAP,ABHINAV CAPITAL SERVICES LTD.,Finance,Finance/Rental/Leasing,BSE
ELIXIR,ELIXIR CAPITAL LIMITED,Finance,Investment Banks/Brokers,BSE
BAMPSL,BAMPSL SECURITIES LTD.,Finance,Investment Banks/Brokers,BSE
SERA,SERA INVESTMENTS & FINANCE IND,Finance,Finance/Rental/Leasing,BSE
GARNET,GARNET CONSTRUCTION LTD.,Finance,Real Estate Development,BSE
STRLGUA,STERLING GUARANTY & FINANCE LT,Finance,Financial Conglomerates,BSE
BPCAP,B. P. CAPITAL LTD,Finance,Finance/Rental/Leasing,BSE
ANUPAM,ANUPAM FINSERV LIMITED,Finance,Investment Banks/Brokers,BSE
PHOENXINTL,PHOENIX INTERNATIONAL LTD.,Finance,Real Estate Development,BSE
STELLAR,STELLAR CAPITAL SERVICES LTD,Finance,Finance/Rental/Leasing,BSE
BNL,BEEKAY NIRYAT LIMITED,Finance,Financial Conglomerates,BSE
SIMPLXREA,SIMPLEX REALTY LTD.,Finance,Real Estate Development,BSE
BERVINL,BERVIN INVESTMENT & LEASING LT,Finance,Investment Banks/Brokers,BSE
LOHIASEC,LOHIA SECURITIES LTD.,Finance,Investment Banks/Brokers,BSE
GSLSEC,GSL SECURITIES LTD.,Finance,Financial Conglomerates,BSE
DHRUVCA,DHRUVA CAPITAL SERVICES LTD.,Finance,Financial Conglomerates,BSE
MARGOFIN,MARGO FINANCE LIMITED,Finance,Financial Conglomerates,BSE
KEYCORP,KEY CORP LTD.,Finance,Finance/Rental/Leasing,BSE
HEMANG,HEMANG RESOURCES LIMITED,Finance,Real Estate Development,BSE
DAULAT,DAULAT SECURITIES LTD.,Finance,Investment Banks/Brokers,BSE
HYBRIDFIN,HYBRID FINANCIAL SERVICES LIMI,Finance,Financial Conglomerates,BSE
SITAENT,SITA ENTERPRISES LTD.,Finance,Investment Banks/Brokers,BSE
KBSINDIA,KBS INDIA LIMITED,Finance,Investment Managers,BSE
SVARTCORP,SWASTI VINAYAKA ART AND HERITA,Finance,Real Estate Development,BSE
CTL,CAPITAL TRADE LINKS LTD,Finance,Finance/Rental/Leasing,BSE
KDLL,KD LEISURES LIMITED,Finance,Financial Conglomerates,BSE
PARAGONF,PARAGON FINANCE LTD.,Finance,Finance/Rental/Leasing,BSE
VIKALPS,VIKALP SECURITIES LTD.,Finance,Investment Banks/Brokers,BSE
MANGIND,MANGALAM INDUSTRIAL FINANCE LT,Finance,Financial Conglomerates,BSE
MODRNSH,MODERN SHARES & STOCKBROKERS L,Finance,Investment Banks/Brokers,BSE
WESTLEIRES,WEST LEISURE RESORTS LTD,Finance,Financial Conglomerates,BSE
CHARMS,CHARMS INDUSTRIES LTD.,Finance,Investment Banks/Brokers,BSE
SHYMINV,SHYAMKAMAL INVESTMENTS LTD.,Finance,Financial Conglomerates,BSE
INANISEC,INANI SECURITIES LTD.,Finance,Investment Banks/Brokers,BSE
BEEYU,BEEYU OVERSEAS LTD.,Finance,Financial Conglomerates,BSE
NIYOGIN,NIYOGIN FINTECH LIMITED,Finance,Finance/Rental/Leasing,BSE
RADHEDE,RADHE DEVELOPERS (INDIA) LTD.,Finance,Real Estate Development,BSE
CSL,CONTINENTAL SECURITIES LIMITED,Finance,Financial Conglomerates,BSE
REGENCY,REGENCY FINCORP LIMITED,Finance,Investment Banks/Brokers,BSE
RAJABAH,RAJA BAHADUR INTERNATIONAL LTD,Finance,Real Estate Development,BSE
SCL,SUNSHINE CAPITAL LTD.,Finance,Financial Conglomerates,BSE
SVGLOBAL,S V GLOBAL MILL LTD.,Finance,Real Estate Development,BSE
BAZELINTER,BAZEL INTERNATIONAL LIMITED,Finance,Finance/Rental/Leasing,BSE
INDICAP,INDITRADE CAPITAL LIMITED,Finance,Investment Banks/Brokers,BSE
KAMANWALA,KAMANWALA HOUSING CONSTRUCTION,Finance,Real Estate Development,BSE
ARNOLD,ARNOLD HOLDINGS LTD,Finance,Investment Banks/Brokers,BSE
IMCAP,IM+ CAPITALS LIMITED,Finance,Investment Banks/Brokers,BSE
PANAFIC,PANAFIC INDUSTRIALS LTD,Finance,Finance/Rental/Leasing,BSE
ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICE,Finance,Investment Banks/Brokers,BSE
STANCAP,STANDARD CAPITAL MARKETS LTD.,Finance,Financial Conglomerates,BSE
UTIQUE,UTIQUE ENTERPRISES LIMITED,Finance,Investment Banks/Brokers,BSE
NIMBSPROJ,NIMBUS PROJECTS LTD.,Finance,Real Estate Development,BSE
SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,Finance,Investment Banks/Brokers,BSE
COMFINCAP,COMFORT FINCAP LTD.,Finance,Finance/Rental/Leasing,BSE
CONFINT,CONFIDENCE FINANCE AND TRADING,Finance,Investment Banks/Brokers,BSE
SRGHFL,SRG HOUSING FINANCE LTD.,Finance,Finance/Rental/Leasing,BSE
MARBU,MARTIN BURN LTD.,Finance,Real Estate Development,BSE
PULSRIN,PULSAR INTERNATIONAL LTD.,Finance,Financial Conglomerates,BSE
VCKCAP,VCK CAPITAL MARKET SERVICES LT,Finance,Investment Banks/Brokers,BSE
RFLL,RITA FINANCE AND LEASING LIMIT,Finance,Finance/Rental/Leasing,BSE
SELLWIN,SELLWIN TRADERS LIMITED,Finance,Real Estate Development,BSE
BFLAFL,BFL ASSET FINVEST LIMITED,Finance,Investment Banks/Brokers,BSE
FUNDVISER,FUNDVISER CAPITAL (INDIA) LIMI,Finance,Real Estate Investment Trusts,BSE
THAKDEV,THAKKERS DEVELOPERS LTD.,Finance,Real Estate Development,BSE
ENBETRD,ENBEE TRADE & FINANCE LTD.,Finance,Investment Managers,BSE
KIDUJA,KIDUJA INDIA LTD.,Finance,Investment Banks/Brokers,BSE
MORGAN,MORGAN VENTURES LTD.,Finance,Financial Conglomerates,BSE
CITADEL,CITADEL REALTY AND DEVELOPERS,Finance,Real Estate Development,BSE
LUHARUKA,LUHARUKA MEDIA & INFRA LIMITED,Finance,Finance/Rental/Leasing,BSE
ARAVALIS,ARAVALI SECURITIES & FINANCE L,Finance,Finance/Rental/Leasing,BSE
SMIFS,SMIFS CAPITAL MARKETS LTD.,Finance,Investment Banks/Brokers,BSE
IRBINVIT,IRB INVIT FUND,Finance,Real Estate Investment Trusts,BSE
SUPREME,SUPREME HOLDINGS & HOSPITALITY,Finance,Real Estate Development,BSE
ACEENGITEC,ACE ENGITECH LIMITED,Finance,Financial Conglomerates,BSE
JETINFRA,JET INFRAVENTURE LIMITED,Finance,Real Estate Development,BSE
NEIL,NEIL INDUSTRIES LTD.,Finance,Finance/Rental/Leasing,BSE
OPTIFIN,OPTIMUS FINANCE LIMITED,Finance,Financial Conglomerates,BSE
FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITE,Finance,Financial Conglomerates,BSE
THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIA,Finance,Financial Conglomerates,BSE
MCCHRLS_B,MAC CHARLES (INDIA) LTD.,Finance,Real Estate Development,BSE
GKCONS,G.K.CONSULTANTS LTD.,Finance,Investment Banks/Brokers,BSE
INDPRUD,INDUSTRIAL & PRUDENTIAL INVEST,Finance,Investment Banks/Brokers,BSE
DRL,DISHA RESOURCES LIMITED,Finance,Financial Conglomerates,BSE
HAZOOR,HAZOOR MULTI PROJECTS LTD.,Finance,Real Estate Development,BSE
MERCANTILE,MERCANTILE VENTURES LIMITED,Finance,Real Estate Development,BSE
NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.,Finance,Investment Managers,BSE
STLSTRINF,STEEL STRIPS INFRASTRUCTURES L,Finance,Real Estate Development,BSE
TCIIND,TCI INDUSTRIES LTD.,Finance,Real Estate Development,BSE
SPSL,SHREE PRECOATED STEELS LTD.,Finance,Real Estate Development,BSE
PIFL,PACHELI INDUSTRIAL FINANCE LIM,Finance,Finance/Rental/Leasing,BSE
FRUTION,FRUITION VENTURE LTD,Finance,Financial Conglomerates,BSE
NCLRESE,NCL RESEARCH & FINANCIAL SERVI,Finance,Financial Conglomerates,BSE
LLFICL,LEADING LEASING FINANCE AND IN,Finance,Finance/Rental/Leasing,BSE
ARIHANT,ARIHANT FOUNDATIONS & HOUSING,Finance,Real Estate Development,BSE
UYFINCORP,U. Y. FINCORP LIMITED,Finance,Finance/Rental/Leasing,BSE
PURSHOTTAM,PURSHOTTAM INVESTOFIN LTD,Finance,Financial Conglomerates,BSE
ARCFIN,ARC FINANCE LIMITED,Finance,Finance/Rental/Leasing,BSE
ACME,ACME RESOURCES LIMITED,Finance,Finance/Rental/Leasing,BSE
ZMULTIPU,MULTIPURPOSE TRADING & AGENCIE,Finance,Investment Banks/Brokers,BSE
AMARSEC,AMARNATH SECURITIES LTD,Finance,Investment Banks/Brokers,BSE
LADDERUP,LADDERUP FINANCE LTD.,Finance,Investment Managers,BSE
AMFORG,AMFORGE INDUSTRIES LTD.,Finance,Financial Conglomerates,BSE
KARNAVATI,KARNAVATI FINANCE LIMITED,Finance,Finance/Rental/Leasing,BSE
MODIS,MODI'S NAVNIRMAN LIMITED,Finance,Real Estate Development,BSE
ZSVARAJT,SVARAJ TRADING & AGENCIES LTD.,Finance,Investment Banks/Brokers,BSE
AKCAPIT,A.K.CAPITAL SERVICES LTD.,Finance,Investment Banks/Brokers,BSE
STCORP,S&T CORPORATION LTD.,Finance,Real Estate Development,BSE
ORACLECR,ORACLE CREDIT LIMITED,Finance,Investment Managers,BSE
ELNET,ELNET TECHNOLOGIES LTD.,Finance,Real Estate Development,BSE
HBPOR,HB PORTFOLIO LTD.,Finance,Investment Banks/Brokers,BSE
KUMPFIN,KUMBHAT FINANCIAL SERVICES LTD,Finance,Financial Conglomerates,BSE
ICSL,INTEGRATED CAPITAL SERVICES LT,Finance,Financial Conglomerates,BSE
TCFCFINQ,TCFC FINANCE LTD.,Finance,Financial Conglomerates,BSE
SIDDHA,SIDDHA VENTURES LTD.,Finance,Investment Banks/Brokers,BSE
RAJINFRA,RAJESWARI INFRASTRUCTURE LIMIT,Finance,Real Estate Development,BSE
SWASTIKA,SWASTIKA INVESTMART LTD.,Finance,Investment Banks/Brokers,BSE
AARNAV,AARNAV FASHIONS LIMITED,Finance,Investment Banks/Brokers,BSE
JMJFIN,JMJ FINTECH LIMITED,Finance,Finance/Rental/Leasing,BSE
NATIONSTD,NATIONAL STANDARD (INDIA) LTD.,Finance,Real Estate Development,BSE
SRSOLTD,SILICON RENTAL SOLUTIONS LIMIT,Finance,Finance/Rental/Leasing,BSE
MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,Finance,Investment Banks/Brokers,BSE
GOWRALE,GOWRA LEASING & FINANCE LTD.,Finance,Investment Banks/Brokers,BSE
STEP2COR,STEP TWO CORPORATION LTD.,Finance,Investment Banks/Brokers,BSE
SHARPINV,SHARP INVESTMENTS LTD,Finance,Regional Banks,BSE
GYANDEV,GYAN DEVELOPERS & BUILDERS LTD,Finance,Real Estate Development,BSE
PHCAP,PH CAPITAL LTD.,Finance,Investment Banks/Brokers,BSE
